id	type	modified	ownerInstitutionCode	dynamicProperties	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	eventDate	eventTime	eventRemarks	locationID	country	countryCode	stateProvince	municipality	locality	verbatimLocality	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	footprintWKT	footprintSRS
F73F76FC-D147-40FE-874A-4F3ACCBEF672	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"62" }	F73F76FC-D147-40FE-874A-4F3ACCBEF672	D331CA5E-8FCD-4C10-99C5-B26E32A668A0	Distance sampling based on line transects	NA	NA	2000-08-14	NA	Human observation	D93EE4F8-5564-432D-A78F-B19BB20E1036	Norway	NO	Finnmark	Alta	Stilla – Joatka	Vest Finnmark kyst	In the original data this is known as lineID 950, and reporting level: Vest Finnmark kyst	69.7685	23.7784	EPSG:4326	3000	NA	NA
1B951955-DA64-446C-82D2-4F3D5873E1F1	Event	2018-01-31 15:51:34.25	Fefo	NA	1B951955-DA64-446C-82D2-4F3D5873E1F1		Distance sampling based on line transects	3103	metre	2014-08-10	14:07:00/15:55:00	Line transect	4FFE8A9E-2420-40F5-AE0A-518609F44FFB	Norway	NO	Finnmark	Nesseby	Nyborgmoen/Kroken	Øst Finnmark	In the original data this is known as lineID 1263, and reporting level: Øst Finnmark			EPSG:4326		LINESTRING (29.063328828725471 70.2771694709483, 29.063465458860872 70.304979280886954)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
8CABCA8F-C6B3-495C-837A-4F40E53286E1	Event	2018-01-31 15:51:34.25	Fefo	NA	8CABCA8F-C6B3-495C-837A-4F40E53286E1		Distance sampling based on line transects	3071	metre	2008-08-17	21:10:00/22:33:00	Line transect	418EF9C2-56F8-4547-889C-F9D3B328A9BE	Norway	NO	Finnmark	Kautokeino	Spielgajavrrit	Indre Finnmark	In the original data this is known as lineID 918, and reporting level: Indre Finnmark			EPSG:4326		LINESTRING (23.286636082712878 69.210286027892721, 23.209444285950948 69.211292358789464)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
0B6F907E-4FF6-4735-AA69-4F4B5FBB32F8	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"80" }	0B6F907E-4FF6-4735-AA69-4F4B5FBB32F8	B83AE653-A298-45FA-8CF0-E921EF29F6D7	Distance sampling based on line transects	NA	NA	2008-08-10	15:40:00	Human observation	643C4D7A-3AF2-4E7B-936A-0F8A1F9500B1	Norway	NO	Finnmark	Porsanger	Leirpollen	Vest Finnmark kyst	In the original data this is known as lineID 1045, and reporting level: Vest Finnmark kyst	70.3585	25.6514	EPSG:4326	100	NA	NA
7AB53FED-2AC9-46DA-A177-4F4B89D17487	Event	2018-01-31 15:51:34.25	Fefo	NA	7AB53FED-2AC9-46DA-A177-4F4B89D17487		Distance sampling based on line transects	3001	metre	2015-08-13	07:31:00/14:05:00	Line transect	8FC17681-21C0-45F1-9E1D-ACC6880C61E4	Norway	NO	Finnmark	Vardø	Komagdalen	Øst Finnmark	In the original data this is known as lineID 818, and reporting level: Øst Finnmark			EPSG:4326		LINESTRING (30.42709863625236 70.251765348374533, 30.423732802187864 70.278638986540074)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
004850B1-7EF3-47D9-8E13-4F4FAB834BB2	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"31" }	004850B1-7EF3-47D9-8E13-4F4FAB834BB2	8BC8A873-190B-46CE-A37C-884F40D17633	Distance sampling based on line transects	NA	NA	2008-08-15	10:50:00	Human observation	29474EA4-295F-4C4E-9BB1-BD02D5E6B41A	Norway	NO	Finnmark	Vadsø	Byvann	Øst Finnmark	In the original data this is known as lineID 819, and reporting level: Øst Finnmark	70.14	29.8304	EPSG:4326	100	NA	NA
F236E4AE-A38E-4E41-AE97-4F64876E265E	Event	2018-01-31 15:51:34.25	Fefo	NA	F236E4AE-A38E-4E41-AE97-4F64876E265E		Distance sampling based on line transects	3022	metre	2004-08-07	NA	Line transect	A52C876F-D659-436B-9F15-3C20CCA0531D	Norway	NO	Finnmark	Sør-Varanger	Pasvik	Pasvik	In the original data this is known as lineID 1127, and reporting level: Øst Finnmark			EPSG:4326		LINESTRING (29.046522094373177 69.0903815688049, 28.971246754784065 69.091262589830464)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
A3A9A088-06FC-46D3-95CE-4F65BAF027FD	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"223" }	A3A9A088-06FC-46D3-95CE-4F65BAF027FD	5A71F65A-447C-4B49-8AE4-63EA3678EFC5	Distance sampling based on line transects	NA	NA	2012-08-15	15:30:00	Human observation	9988711B-1A9A-47A2-840A-A890F1533D18	Norway	NO	Finnmark	Kautokeino	Maze	Indre Finnmark	In the original data this is known as lineID 883, and reporting level: Indre Finnmark	69.4388	23.4552	EPSG:4326	100	NA	NA
2C45DB35-CA5E-457F-91D5-4F6B7AE9EDA3	Event	2018-01-31 15:51:34.25	Fefo	NA	2C45DB35-CA5E-457F-91D5-4F6B7AE9EDA3		Distance sampling based on line transects	3900	metre	2017-08-12	10:45:00/13:20:00	Line transect	2977A482-5062-4775-9957-E0D8CE87AD90	Norway	NO	Finnmark	Kautokeino	Cunucearru	Indre Finnmark	In the original data this is known as lineID 828, and reporting level: Indre Finnmark			EPSG:4326		LINESTRING (22.756064041283189 69.0702731247563, 22.75326884349721 69.035313631835422)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
419D0863-80B3-480F-A46C-4F79D3847421	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"5" }	419D0863-80B3-480F-A46C-4F79D3847421	8874AC39-5CD9-47E5-A90C-7655A3FB651F	Distance sampling based on line transects	NA	NA	2004-08-07	NA	Human observation	9988711B-1A9A-47A2-840A-A890F1533D18	Norway	NO	Finnmark	Kautokeino	Maze	Indre Finnmark	In the original data this is known as lineID 883, and reporting level: Indre Finnmark	69.4362	23.4967	EPSG:4326	2000	NA	NA
FB7C37F2-18F8-4D6E-89F6-4F8AE4397BBC	Event	2018-01-31 15:51:34.25	Fefo	NA	FB7C37F2-18F8-4D6E-89F6-4F8AE4397BBC		Distance sampling based on line transects	3513	metre	2003-08-10	NA	Line transect	1BB61DF1-3787-4C9F-A5AD-2FD289F215E5	Norway	NO	Finnmark	Kautokeino	Stalluvarre	Indre Finnmark	In the original data this is known as lineID 938, and reporting level: Stalluvarre			EPSG:4326		LINESTRING (22.529371073153751 69.236603716832363, 22.617825348593932 69.235788967246336)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
989F25CC-F24B-4426-AD54-4F9865888B73	Event	2018-01-31 15:51:34.25	Fefo	NA	989F25CC-F24B-4426-AD54-4F9865888B73		Distance sampling based on line transects	3306	metre	2008-08-10	11:30:00/14:09:00	Line transect	5541AF75-C85B-4A6D-9C07-C7D4CB45E389	Norway	NO	Finnmark	Porsanger	Leirpollen	Vest Finnmark kyst	In the original data this is known as lineID 1033, and reporting level: Vest Finnmark kyst			EPSG:4326		LINESTRING (25.450842388852337 70.35318207875, 25.538516173550615 70.353912226330962)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
618F5B67-E22C-47FD-8DDB-4FAF21E2A849	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"116" }	618F5B67-E22C-47FD-8DDB-4FAF21E2A849	28ED7840-8831-4012-97D5-2B1237391461	Distance sampling based on line transects	NA	NA	2003-08-10	NA	Human observation	00385EE2-FAE9-42EE-B0CE-5F2FA8C6286A	Norway	NO	Finnmark	Kautokeino	Maze	Indre Finnmark	In the original data this is known as lineID 881, and reporting level: Indre Finnmark	69.445	23.508	EPSG:4326	2000	NA	NA
565E9F76-96E4-4908-ABBD-4FB63D38D7FD	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"4" }	565E9F76-96E4-4908-ABBD-4FB63D38D7FD	418000AE-498A-46F7-83FA-FA9980561C6F	Distance sampling based on line transects	NA	NA	2013-08-19	12:20:00	Human observation	C7B381D0-F366-4E11-9AC0-89F9A82D70FF	Norway	NO	Finnmark	Porsanger	Kjæs	Vest Finnmark kyst	In the original data this is known as lineID 975, and reporting level: Vest Finnmark kyst	70.5901	25.9885	EPSG:4326	100	NA	NA
14D47394-3E72-4FDF-868B-4FC3749AB91B	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"64" }	14D47394-3E72-4FDF-868B-4FC3749AB91B	E1F88B0E-43C3-42C6-A185-D4D46E4DD0BE	Distance sampling based on line transects	NA	NA	2016-08-14	13:46:00	Human observation	93AF1BE4-5FC5-4FB6-853D-F7A1306EAB30	Norway	NO	Finnmark	Kautokeino	Maze	Indre Finnmark	In the original data this is known as lineID 885, and reporting level: Indre Finnmark	69.4273	23.4565	EPSG:4326	100	NA	NA
491C5B76-581F-4DC0-BC6B-4FC899F4DD58	Event	2018-01-31 15:51:34.25	Fefo	NA	491C5B76-581F-4DC0-BC6B-4FC899F4DD58		Distance sampling based on line transects	2607	metre	2000-08-19	NA	Line transect	453A9976-CC88-44A6-A208-6A80CB16494E	Norway	NO	Finnmark	Hasvik	Sørøya	Vest Finnmark kyst	In the original data this is known as lineID 953, and reporting level: Vest Finnmark kyst			EPSG:4326		LINESTRING (22.119620685228792 70.602077496744954, 22.120915018218508 70.625386228136733)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
72C9F5BD-8CB1-4DE5-9E96-4FCE70666B0F	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"23" }	72C9F5BD-8CB1-4DE5-9E96-4FCE70666B0F	6154D28D-6598-4427-94C6-E8B836E319F7	Distance sampling based on line transects	NA	NA	2004-08-19	NA	Human observation	5D1542E3-FDB8-440B-8CFD-D49F860995A7	Norway	NO	Finnmark	Karasjok	Karasjok Iskuras	Indre Finnmark	In the original data this is known as lineID 1063, and reporting level: Indre Finnmark	69.3422	25.2756	EPSG:4326	100	NA	NA
97DECD1F-804F-4556-B50A-4FD013B4781C	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"31" }	97DECD1F-804F-4556-B50A-4FD013B4781C	76B25330-C648-475C-8616-21CDBE8C46C9	Distance sampling based on line transects	NA	NA	2003-08-05	NA	Human observation	2977A482-5062-4775-9957-E0D8CE87AD90	Norway	NO	Finnmark	Kautokeino	Cunucearru	Indre Finnmark	In the original data this is known as lineID 828, and reporting level: Indre Finnmark	69.0605	22.7563	EPSG:4326	100	NA	NA
79A3447F-54EF-4409-BE87-4FDB091B0A84	Event	2018-01-31 15:51:34.25	Fefo	NA	79A3447F-54EF-4409-BE87-4FDB091B0A84		Distance sampling based on line transects	3070	metre	2011-08-11	12:10:00/14:55:00	Line transect	487F3448-4B83-4F6D-A7C5-0FBA5221770A	Norway	NO	Finnmark	Nesseby	Nyborgmoen/Kroken	Øst Finnmark	In the original data this is known as lineID 1118, and reporting level: Øst Finnmark			EPSG:4326		LINESTRING (28.616516306318371 70.2359867315569, 28.697298559130456 70.235242502626676)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
6820219D-FCFC-4D7F-8363-4FEF998BBF81	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"20" }	6820219D-FCFC-4D7F-8363-4FEF998BBF81	C3252DEB-57C6-4E62-ACFF-68CAF7F69A77	Distance sampling based on line transects	NA	NA	2011-08-07	14:16:00	Human observation	08E31D9F-3D29-471A-9D0F-52C1E73D336A	Norway	NO	Finnmark	Kautokeino	Maze	Indre Finnmark	In the original data this is known as lineID 872, and reporting level: Indre Finnmark	69.4938	23.4899	EPSG:4326	100	NA	NA
39DEC9D8-B865-49C2-AE8D-5005D5CAD391	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"40" }	39DEC9D8-B865-49C2-AE8D-5005D5CAD391	207D5EE7-A643-46E5-AE14-987831A9247A	Distance sampling based on line transects	NA	NA	2003-08-13	NA	Human observation	C8DAD75E-3D7A-45CF-8A3B-208D2157550D	Norway	NO	Finnmark	Hasvik	Sørøya	Vest Finnmark kyst	In the original data this is known as lineID 954, and reporting level: Vest Finnmark kyst	70.6141	22.1311	EPSG:4326	2000	NA	NA
F2F9538B-7B66-4C53-AD1F-5006BF2EF49A	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"70" }	F2F9538B-7B66-4C53-AD1F-5006BF2EF49A	A40C5956-CC94-451C-BA4E-E2A9338A18D5	Distance sampling based on line transects	NA	NA	2008-08-16	17:35:00	Human observation	1239B61F-3F17-473B-8A2C-AABE80DDBCAB	Norway	NO	Finnmark	Kautokeino	Spielgajavrrit	Indre Finnmark	In the original data this is known as lineID 901, and reporting level: Indre Finnmark	69.214	23.2945	EPSG:4326	100	NA	NA
ED415FAA-C819-4FEE-8FCD-500C4F537FFA	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"60" }	ED415FAA-C819-4FEE-8FCD-500C4F537FFA	58036187-3736-40BE-9509-8010AF9A24B3	Distance sampling based on line transects	NA	NA	2012-08-12	23:12:00	Human observation	495977AA-5AB8-48B5-998D-5A7F055F6254	Norway	NO	Finnmark	Alta	Stilla – Joatka	Vest Finnmark kyst	In the original data this is known as lineID 940, and reporting level: Vest Finnmark kyst	69.8135	23.7694	EPSG:4326	2000	NA	NA
D9EF2611-1534-49DA-A40E-500CA0A45294	Event	2018-01-31 15:51:34.25	Fefo	NA	D9EF2611-1534-49DA-A40E-500CA0A45294		Distance sampling based on line transects	3463	metre	2005-08-08	NA	Line transect	86B85E2B-5AB1-4969-989C-395FA0F2EC1E	Norway	NO	Finnmark	Kautokeino	Maze	Indre Finnmark	In the original data this is known as lineID 874, and reporting level: Indre Finnmark			EPSG:4326		LINESTRING (23.512690226097572 69.485345221780648, 23.424559040479203 69.486593286573765)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
02C1E8AC-D57A-4154-97E5-5015A6D07230	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"93" }	02C1E8AC-D57A-4154-97E5-5015A6D07230	10B0B8A5-463D-444E-B07A-036DABC3A2E1	Distance sampling based on line transects	NA	NA	2015-08-09	14:30:00	Human observation	E027A669-458F-47FA-A687-5C6EBFF0FAD9	Norway	NO	Finnmark	Alta	Stilla – Joatka	Vest Finnmark kyst	In the original data this is known as lineID 947, and reporting level: Vest Finnmark kyst	69.7835	23.7318	EPSG:4326	100	NA	NA
26BA9AB4-EC2C-45F0-BE64-501C2D9E6EB3	Event	2018-01-31 15:51:34.25	Fefo	NA	26BA9AB4-EC2C-45F0-BE64-501C2D9E6EB3		Distance sampling based on line transects	3914	metre	2000-08-20	NA	Line transect	2977A482-5062-4775-9957-E0D8CE87AD90	Norway	NO	Finnmark	Kautokeino	Cunucearru	Indre Finnmark	In the original data this is known as lineID 828, and reporting level: Indre Finnmark			EPSG:4326		LINESTRING (22.756064041283189 69.0702731247563, 22.75326884349721 69.035313631835422)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
C3A973B8-7385-4409-8BEF-501ED5F73512	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"14" }	C3A973B8-7385-4409-8BEF-501ED5F73512	E6AEAA5A-18E1-4234-9008-1A64D3C69993	Distance sampling based on line transects	NA	NA	2002-08-07	NA	Human observation	14DC848F-B91D-4F18-B234-8396366B7A81	Norway	NO	Finnmark	Kautokeino	Maze	Indre Finnmark	In the original data this is known as lineID 884, and reporting level: Indre Finnmark	69.4319	23.4879	EPSG:4326	2000	NA	NA
E0291D74-F13D-4EE7-9EDB-502C77A51FAD	Event	2018-01-31 15:51:34.25	Fefo	NA	E0291D74-F13D-4EE7-9EDB-502C77A51FAD		Distance sampling based on line transects	3513	metre	2007-08-14	NA	Line transect	4A8540F7-71A3-43C2-BE41-B65070DB1126	Norway	NO	Finnmark	Alta	Stilla – Joatka	Vest Finnmark kyst	In the original data this is known as lineID 946, and reporting level: Vest Finnmark kyst			EPSG:4326		LINESTRING (23.801521223100732 69.786115986204379, 23.710860630813244 69.787532276596721)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
24DDCAF6-0CDF-4344-8520-50300F90940A	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"40" }	24DDCAF6-0CDF-4344-8520-50300F90940A	12B60CC9-3179-491D-8822-AB707B40D014	Distance sampling based on line transects	NA	NA	2000-08-15	NA	Human observation	76DEAD53-3F85-44A3-951F-58A5F5F6B0FC	Norway	NO	Finnmark	Kvalsund	Sennalandet	Vest Finnmark kyst	In the original data this is known as lineID 956, and reporting level: Vest Finnmark kyst	70.2474	24.1355	EPSG:4326	2000	NA	NA
E5110443-DA4C-4164-84CA-504E220D275C	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"93" }	E5110443-DA4C-4164-84CA-504E220D275C	CD4AB876-B11A-43C2-A463-6943516FA491	Distance sampling based on line transects	NA	NA	2016-08-16	18:44:00	Human observation	8214196E-C293-4EE5-A8E7-765165FEC898	Norway	NO	Finnmark	Lebesby	Ifjord-Lebesby	Øst Finnmark	In the original data this is known as lineID 1258, and reporting level: Øst Finnmark	70.4217	27.3447	EPSG:4326	100	NA	NA
583B07C4-5576-4401-8E89-505B3E8401DC	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"98" }	583B07C4-5576-4401-8E89-505B3E8401DC	99605163-7811-4FD1-BB03-39E46799D21A	Distance sampling based on line transects	NA	NA	2017-08-11	18:10:00	Human observation	F732A53C-28B9-4EA5-9A50-1DE2012A361C	Norway	NO	Finnmark	Kautokeino	Geadgejavri	Indre Finnmark	In the original data this is known as lineID 928, and reporting level: Indre Finnmark	68.7025	23.4034	EPSG:4326	100	NA	NA
6A6B9241-6553-4307-9E3B-5064050D5763	Event	2018-01-31 15:51:34.25	Fefo	NA	6A6B9241-6553-4307-9E3B-5064050D5763		Distance sampling based on line transects	4001	metre	2017-08-11	11:30:00/14:20:00	Line transect	C669B121-6023-45E7-B6E9-6799FC51C928	Norway	NO	Finnmark	Kautokeino	Suossjavri	Indre Finnmark	In the original data this is known as lineID 1363, and reporting level: Indre Finnmark			EPSG:4326		LINESTRING (24.213964341283763 69.373480398354658, 24.218584461533272 69.33765123575597)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
0FF36759-0D80-44B9-A368-506ACE24DA3F	Event	2018-01-31 15:51:34.25	Fefo	NA	0FF36759-0D80-44B9-A368-506ACE24DA3F		Distance sampling based on line transects	3285	metre	2008-08-09	19:00:00/21:03:00	Line transect	952A6862-2C28-4244-B8CA-858B4ADD6F0B	Norway	NO	Finnmark	Porsanger	Leirpollen	Vest Finnmark kyst	In the original data this is known as lineID 1031, and reporting level: Vest Finnmark kyst			EPSG:4326		LINESTRING (25.56351637299926 70.363081608935417, 25.476347512962679 70.362369063310382)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
A54CA216-5431-44E6-BD81-50931B0A6067	Event	2018-01-31 15:51:34.25	Fefo	NA	A54CA216-5431-44E6-BD81-50931B0A6067		Distance sampling based on line transects	3400	metre	2014-08-14	17:26:00/19:04:00	Line transect	495977AA-5AB8-48B5-998D-5A7F055F6254	Norway	NO	Finnmark	Alta	Stilla – Joatka	Vest Finnmark kyst	In the original data this is known as lineID 940, and reporting level: Vest Finnmark kyst			EPSG:4326		LINESTRING (23.725990384324025 69.814224614479414, 23.81287442643643 69.812862304104286)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
424ADFF6-CD9A-4A4C-AD7E-50953E651128	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"44" }	424ADFF6-CD9A-4A4C-AD7E-50953E651128	D46D4608-F350-4E6C-91FE-7145C7F9C8D6	Distance sampling based on line transects	NA	NA	2003-08-10	NA	Human observation	4A8540F7-71A3-43C2-BE41-B65070DB1126	Norway	NO	Finnmark	Alta	Stilla – Joatka	Vest Finnmark kyst	In the original data this is known as lineID 946, and reporting level: Vest Finnmark kyst	69.7868	23.7562	EPSG:4326	2000	NA	NA
D46ABB1F-7DBC-4993-9CA9-5098A154B1F9	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"101" }	D46ABB1F-7DBC-4993-9CA9-5098A154B1F9	EEE43FF9-28C6-4F54-8727-2D75202FD999	Distance sampling based on line transects	NA	NA	2009-08-05	22:30:00	Human observation	F0B1ACEC-0F15-4181-98BB-445806A0729E	Norway	NO	Finnmark	Porsanger	Leirpollen	Vest Finnmark kyst	In the original data this is known as lineID 1013, and reporting level: Vest Finnmark kyst	70.4465	25.6888	EPSG:4326	100	NA	NA
7344B54D-88AE-4CFD-AB1A-509CA06B1D06	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"59" }	7344B54D-88AE-4CFD-AB1A-509CA06B1D06	413F8EE3-68A7-44AC-BC9B-B92B5449131B	Distance sampling based on line transects	NA	NA	2013-08-05	21:09:00	Human observation	966EEC1E-F2B6-41B0-A429-8F1315AA46D2	Norway	NO	Finnmark	Sør-Varanger	Pasvik	Pasvik	In the original data this is known as lineID 1137, and reporting level: Øst Finnmark	69.4762	29.6107	EPSG:4326	100	NA	NA
AE9006D3-954A-4D1F-A995-50AF9002C3FA	Event	2018-01-31 15:51:34.25	Fefo	NA	AE9006D3-954A-4D1F-A995-50AF9002C3FA		Distance sampling based on line transects	3461	metre	2011-08-07	17:25:00/18:45:00	Line transect	FB27BFB9-340E-45C0-90D3-613567384904	Norway	NO	Finnmark	Porsanger	Kjæs	Vest Finnmark kyst	In the original data this is known as lineID 980, and reporting level: Vest Finnmark kyst			EPSG:4326		LINESTRING (25.852116613832511 70.562442661489968, 25.9448560838795 70.5630026564857)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
D44FB178-3635-4D7E-A609-50B4E6883600	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"34" }	D44FB178-3635-4D7E-A609-50B4E6883600	E372F37A-38ED-4EE2-9A34-69287C7E34BB	Distance sampling based on line transects	NA	NA	2008-08-09	13:25:00	Human observation	F9BE69C3-E4EC-4944-ABAC-08D62BF9CD22	Norway	NO	Finnmark	Porsanger	Leirpollen	Vest Finnmark kyst	In the original data this is known as lineID 1029, and reporting level: Vest Finnmark kyst	70.3718	25.511	EPSG:4326	100	NA	NA
5DF9BBD6-F827-44FD-AD68-50BB87D671DB	Event	2018-01-31 15:51:34.25	Fefo	NA	5DF9BBD6-F827-44FD-AD68-50BB87D671DB		Distance sampling based on line transects	3022	metre	2010-08-14	12:45:00/14:00:00	Line transect	7B6928C5-EB70-4A15-9AA5-0629F4E1E5FF	Norway	NO	Finnmark	Sør-Varanger	Pasvik	Pasvik	In the original data this is known as lineID 1126, and reporting level: Øst Finnmark			EPSG:4326		LINESTRING (28.975456814986437 69.082242069652793, 29.050701056161532 69.081359203961583)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
7F942AC5-9D1D-4D0B-B0F2-50BFBD969F7A	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"6" }	7F942AC5-9D1D-4D0B-B0F2-50BFBD969F7A	CE26D269-811C-4434-B788-815D232E3283	Distance sampling based on line transects	NA	NA	2009-08-16	13:50:00	Human observation	35E21B3A-CD16-4ACB-9790-AF9FA9F7C08A	Norway	NO	Finnmark	Porsanger	Kjæs	Vest Finnmark kyst	In the original data this is known as lineID 1000, and reporting level: Vest Finnmark kyst	70.5269	25.9127	EPSG:4326	100	NA	NA
ED95BBB1-2A1E-4C69-8DAA-50C675D7C096	Event	2018-01-31 15:51:34.25	Fefo	NA	ED95BBB1-2A1E-4C69-8DAA-50C675D7C096		Distance sampling based on line transects	4349	metre	2009-08-05	15:45:00/18:45:00	Line transect	F9BE69C3-E4EC-4944-ABAC-08D62BF9CD22	Norway	NO	Finnmark	Porsanger	Leirpollen	Vest Finnmark kyst	In the original data this is known as lineID 1029, and reporting level: Vest Finnmark kyst			EPSG:4326		LINESTRING (25.481106590340072 70.371377514244585, 25.59655448288667 70.372313185768874)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
0A98D750-900E-4654-8254-50D0709BC588	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"4" }	0A98D750-900E-4654-8254-50D0709BC588	AD57A0F1-49A6-4968-BAC6-F791BDCF13C0	Distance sampling based on line transects	NA	NA	2006-08-16	NA	Human observation	1DE79D75-B884-4983-8566-2295BF77050D	Norway	NO	Finnmark	Alta	Stilla – Joatka	Vest Finnmark kyst	In the original data this is known as lineID 949, and reporting level: Vest Finnmark kyst	69.7731	23.7713	EPSG:4326	2000	NA	NA
